year,tournament_id,tournament_name,execution_time,player_id,first_name,last_name,display_name,status,owgr
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,45157,Cam,Davis,"Davis, Cam",IN,45
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,28089,Jason,Day,"Day, Jason",IN,18
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,33653,Thomas,Detry,"Detry, Thomas",IN,96
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,47663,Kevin,Dougherty,"Dougherty, Kevin",IN,283
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,25686,Jason,Dufner,"Dufner, Jason",IN,534
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,50497,Adrien,Dumont de Chassart,"Dumont de Chassart, Adrien",IN,208
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,45609,Tyler,Duncan,"Duncan, Tyler",IN,143
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,59866,Nick,Dunlap,"Dunlap, Nick",IN,
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,51349,Nico,Echavarria,"Echavarria, Nico",IN,333
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,57362,Austin,Eckroat,"Eckroat, Austin",IN,97
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,47079,Harrison,Endycott,"Endycott, Harrison",IN,378
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,29725,Tony,Finau,"Finau, Tony",IN,21
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,54576,Patrick,Fishburn,"Fishburn, Patrick",IN,273
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,32102,Rickie,Fowler,"Fowler, Rickie",IN,26
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,56149,Wilson,Furr,"Furr, Wilson",IN,253
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,52375,Doug,Ghim,"Ghim, Doug",IN,205
2024,R2024002,The American Express,2024-01-21 14:48:41.171856,56762,Will,Gordon,"Gordon, Will",IN,161
